,original prompts,pos tagged prompt
2596,"Nivea For Men Cooling Shave Gel, 7-Ounce Canister (Pack of 12)","[('nivea', 'NN'), ('for', 'IN'), ('men', 'NNS'), ('cooling', 'VBG'), ('shave', 'NN'), ('gel', 'NN'), (',', ','), ('7-ounce', 'JJ'), ('canister', 'NN'), ('(', '('), ('pack', 'NN'), ('of', 'IN'), ('12', 'CD'), (')', ')')]"
2597,Progress Lighting Olson 5-Blade 52 in. Integrated LED Brushed Nickel Ceiling Fan with Light Kit,"[('progress', 'NN'), ('lighting', 'VBG'), ('olson', 'JJ'), ('5-blade', 'JJ'), ('52', 'CD'), ('in', 'IN'), ('.', '.'), ('integrated', 'VBN'), ('led', 'VBD'), ('brushed', 'JJ'), ('nickel', 'RB'), ('ceiling', 'NN'), ('fan', 'NN'), ('with', 'IN'), ('light', 'JJ'), ('kit', 'NNS')]"
2598,Owl Stick Rattle - Petit Ami & Zubels    All Baby!,"[('owl', 'NN'), ('stick', 'NN'), ('rattle', 'SYM'), ('-', ':'), ('petit', 'NN'), ('ami', 'NN'), ('&', 'CC'), ('zubels', 'NNS'), ('all', 'DT'), ('baby', 'NN'), ('!', '.')]"
2599,Calm On Vegas Strip Carry-all Pouch,"[('calm', 'NN'), ('on', 'IN'), ('vegas', 'JJ'), ('strip', 'JJ'), ('carry-all', 'NN'), ('pouch', 'NN')]"
2600,CORN-on-the-COBB KEYCHAIN - HUGE Vintage Vending Funky Food Charm Jewelry,"[('corn-on-the-cobb', 'NN'), ('keychain', 'NN'), ('-', ':'), ('huge', 'JJ'), ('vintage', 'NN'), ('vending', 'VBG'), ('funky', 'JJ'), ('food', 'NN'), ('charm', 'NN'), ('jewelry', 'NN')]"
2601,ASOS Design Curve Denim Oversized Shirt in Vintage Midwash Blue,"[('asos', 'JJ'), ('design', 'NN'), ('curve', 'NN'), ('denim', 'NN'), ('oversized', 'VBN'), ('shirt', 'NN'), ('in', 'IN'), ('vintage', 'NN'), ('midwash', 'NN'), ('blue', 'NN')]"
2602,Jeep  Grand Cherokee IV (WK2)  3.0 CRD (241 Hp) 4WD Automatic,"[('jeep', 'JJ'), ('grand', 'JJ'), ('cherokee', 'NN'), ('iv', 'NN'), ('(', '('), ('wk2', 'NN'), (')', ')'), ('3.0', 'CD'), ('crd', 'NN'), ('(', '('), ('241', 'CD'), ('hp', 'NN'), (')', ')'), ('4wd', 'CD'), ('automatic', 'JJ')]"
2603,document red web glossy round icon - csp39946865,"[('document', 'NN'), ('red', 'JJ'), ('web', 'NN'), ('glossy', 'JJ'), ('round', 'NN'), ('icon', 'NN'), ('-', ':'), ('csp39946865', 'NN')]"
2604,Thomas Kincaid Framed Art,"[('thomas', 'NN'), ('kincaid', 'NN'), ('framed', 'VBD'), ('art', 'NN')]"
2605,long_pink_dress_maxi_dress_oversized_pink_dress_plus_size_dress_dresses_6.jpg,"[('long_pink_dress_maxi_dress_oversized_pink_dress_plus_size_dress_dresses_6.jpg', 'NN')]"
2606,OLD NAVY~Mens Green 100% Cotton Khaki Shorts~SZ 29~NWT,"[('old', 'JJ'), ('navy~mens', 'NNS'), ('green', 'JJ'), ('100', 'CD'), ('%', 'NN'), ('cotton', 'NN'), ('khaki', 'NN'), ('shorts~sz', 'VBD'), ('29~nwt', 'CD')]"
2607,"papasito Daddy Yankee, Puerto Rican Singers, I Love Daddy, The Big Boss, Gorgeous Men, Beautiful People, Grace Kelly, American Singers, Record Producer","[('papasito', 'NN'), ('daddy', 'NN'), ('yankee', 'NN'), (',', ','), ('puerto', 'JJ'), ('rican', 'JJ'), ('singers', 'NNS'), (',', ','), ('i', 'JJ'), ('love', 'VBP'), ('daddy', 'NN'), (',', ','), ('the', 'DT'), ('big', 'JJ'), ('boss', 'NN'), (',', ','), ('gorgeous', 'JJ'), ('men', 'NNS'), (',', ','), ('beautiful', 'JJ'), ('people', 'NNS'), (',', ','), ('grace', 'NN'), ('kelly', 'RB'), (',', ','), ('american', 'JJ'), ('singers', 'NNS'), (',', ','), ('record', 'NN'), ('producer', 'NN')]"
2608,Maternity Pads Extra Long with Wings 12Pk Wonder,"[('maternity', 'NN'), ('pads', 'NNS'), ('extra', 'VBP'), ('long', 'RB'), ('with', 'IN'), ('wings', 'NNS'), ('12pk', 'CD'), ('wonder', 'NN')]"
2609,Warhammer: Battle March,"[('warhammer', 'NN'), (':', ':'), ('battle', 'NN'), ('march', 'NN')]"
2610,ProClip Center Dash Mount,"[('proclip', 'NN'), ('center', 'NN'), ('dash', 'NN'), ('mount', 'NN')]"
2611,"Even pilots for airlines, such as this Alaska Air pilot, are using iPads in their workplace.","[('even', 'RB'), ('pilots', 'NNS'), ('for', 'IN'), ('airlines', 'NNS'), (',', ','), ('such', 'JJ'), ('as', 'IN'), ('this', 'DT'), ('alaska', 'VBZ'), ('air', 'NN'), ('pilot', 'NN'), (',', ','), ('are', 'VBP'), ('using', 'VBG'), ('ipads', 'NNS'), ('in', 'IN'), ('their', 'PRP$'), ('workplace', 'NN'), ('.', '.')]"
2612,message-for-1902,"[('message-for-1902', 'NN')]"
2613,Watch Guests (2019) Fmovies,"[('watch', 'NN'), ('guests', 'NNS'), ('(', '('), ('2019', 'CD'), (')', ')'), ('fmovies', 'NNS')]"
2614,Relax Dryer Drying Machine of Textile Finishing Machine pictures & photos,"[('relax', 'NN'), ('dryer', 'NN'), ('drying', 'VBG'), ('machine', 'NN'), ('of', 'IN'), ('textile', 'NN'), ('finishing', 'VBG'), ('machine', 'NN'), ('pictures', 'NNS'), ('&', 'CC'), ('photos', 'NNS')]"
2615,"A great web design by Abasana Advertising, Gandhinagar, India:","[('a', 'DT'), ('great', 'JJ'), ('web', 'NN'), ('design', 'NN'), ('by', 'IN'), ('abasana', 'JJ'), ('advertising', 'NN'), (',', ','), ('gandhinagar', 'NN'), (',', ','), ('india', 'NN'), (':', ':')]"
2616,"Angry birds figurina + present 4 building blocks, TACTIC","[('angry', 'JJ'), ('birds', 'NNS'), ('figurina', 'VBP'), ('+', 'JJ'), ('present', 'JJ'), ('4', 'CD'), ('building', 'NN'), ('blocks', 'NNS'), (',', ','), ('tactic', 'JJ')]"
2617,"Change Your Beliefs, Change Your Life: How to Take Control, Break Old Habits, and Live the Life You Deserve | Nick Hall","[('change', 'VB'), ('your', 'PRP$'), ('beliefs', 'NNS'), (',', ','), ('change', 'VB'), ('your', 'PRP$'), ('life', 'NN'), (':', ':'), ('how', 'WRB'), ('to', 'TO'), ('take', 'VB'), ('control', 'NN'), (',', ','), ('break', 'VBP'), ('old', 'JJ'), ('habits', 'NNS'), (',', ','), ('and', 'CC'), ('live', 'VBP'), ('the', 'DT'), ('life', 'NN'), ('you', 'PRP'), ('deserve', 'VBP'), ('|', 'JJ'), ('nick', 'CD'), ('hall', 'NN')]"
2618,"Early '900: House Graziani in Via Ponte Marini, destroyed by bombing in 1944. Thanks to Roberto Stanghellini for the picture - Photo by C'era una volta Ravenna on Facebook [ #ravenna #myRavenna]","[('early', 'JJ'), (""'900"", 'NN'), (':', ':'), ('house', 'NN'), ('graziani', 'NN'), ('in', 'IN'), ('via', 'IN'), ('ponte', 'NN'), ('marini', 'NN'), (',', ','), ('destroyed', 'VBN'), ('by', 'IN'), ('bombing', 'VBG'), ('in', 'IN'), ('1944.', 'CD'), ('thanks', 'NNS'), ('to', 'TO'), ('roberto', 'VB'), ('stanghellini', 'NN'), ('for', 'IN'), ('the', 'DT'), ('picture', 'NN'), ('-', ':'), ('photo', 'NN'), ('by', 'IN'), (""c'era"", 'NN'), ('una', 'JJ'), ('volta', 'NN'), ('ravenna', 'NN'), ('on', 'IN'), ('facebook', 'NN'), ('[', 'NNP'), ('#', '#'), ('ravenna', 'NN'), ('#', '#'), ('myravenna', 'NN'), (']', 'NN')]"
2619,Lionel Hutz Lawsuits In The Simpsons 1,"[('lionel', 'NN'), ('hutz', 'NN'), ('lawsuits', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('simpsons', 'NNS'), ('1', 'CD')]"
2620,Lantern Tours Shine Light On Mysteries At Ridgefield's Keeler Tavern Museum,"[('lantern', 'JJ'), ('tours', 'NNS'), ('shine', 'VBP'), ('light', 'NN'), ('on', 'IN'), ('mysteries', 'NNS'), ('at', 'IN'), ('ridgefield', 'NN'), (""'s"", 'POS'), ('keeler', 'NN'), ('tavern', 'NN'), ('museum', 'NN')]"
2621,newest products window coverings Milwaukee,"[('newest', 'JJS'), ('products', 'NNS'), ('window', 'JJ'), ('coverings', 'NNS'), ('milwaukee', 'NN')]"
2622,Behind The Mysteries Of Coral Castle,"[('behind', 'IN'), ('the', 'DT'), ('mysteries', 'NNS'), ('of', 'IN'), ('coral', 'JJ'), ('castle', 'NN')]"
2623,Costa Rica Real Estate Investment - Vacation Rentals - Property Search,"[('costa', 'NN'), ('rica', 'JJ'), ('real', 'JJ'), ('estate', 'NN'), ('investment', 'NN'), ('-', ':'), ('vacation', 'NN'), ('rentals', 'NNS'), ('-', ':'), ('property', 'NN'), ('search', 'NN')]"
2624,women's pure silk long underpants (special order),"[('women', 'NNS'), (""'s"", 'POS'), ('pure', 'NN'), ('silk', 'NN'), ('long', 'JJ'), ('underpants', 'NNS'), ('(', '('), ('special', 'JJ'), ('order', 'NN'), (')', ')')]"
2625,Monkey on Blue Couch,"[('monkey', 'NN'), ('on', 'IN'), ('blue', 'JJ'), ('couch', 'NN')]"
2626,"1032 Berry Trail Dr Sevierville TN, 37862","[('1032', 'CD'), ('berry', 'NN'), ('trail', 'NN'), ('dr', 'NN'), ('sevierville', 'NN'), ('tn', 'NN'), (',', ','), ('37862', 'CD')]"
2627,Fall Tree Art Print Autumn Leaves Fleece Blanket,"[('fall', 'NN'), ('tree', 'JJ'), ('art', 'NN'), ('print', 'NN'), ('autumn', 'NN'), ('leaves', 'VBZ'), ('fleece', 'RB'), ('blanket', 'NN')]"
2628,Four Points By Sheraton Kuala Lumpur: Morning Breakfast Buffet for 1 Person,"[('four', 'CD'), ('points', 'NNS'), ('by', 'IN'), ('sheraton', 'NN'), ('kuala', 'NN'), ('lumpur', 'NN'), (':', ':'), ('morning', 'NN'), ('breakfast', 'NN'), ('buffet', 'NN'), ('for', 'IN'), ('1', 'CD'), ('person', 'NN')]"
2629,*Battle Mat : City Ruins,"[('*', 'JJ'), ('battle', 'NN'), ('mat', 'NN'), (':', ':'), ('city', 'NN'), ('ruins', 'NNS')]"
2630,Humanoid Barb Trousers Black,"[('humanoid', 'NN'), ('barb', 'NN'), ('trousers', 'NNS'), ('black', 'JJ')]"
2631,Citroen Berlingo 1.6 HDi L1 625 Enterprise Panel Van 5dr - ONE OWNER - LOW MILEAGE!,"[('citroen', 'NN'), ('berlingo', 'NN'), ('1.6', 'CD'), ('hdi', 'NN'), ('l1', 'NN'), ('625', 'CD'), ('enterprise', 'NN'), ('panel', 'NN'), ('van', 'NN'), ('5dr', 'CD'), ('-', ':'), ('one', 'CD'), ('owner', 'NN'), ('-', ':'), ('low', 'JJ'), ('mileage', 'NN'), ('!', '.')]"
2632,Nylon Zippers 20 Inches Coil #3 Closed Bottom,"[('nylon', 'NN'), ('zippers', 'NNS'), ('20', 'CD'), ('inches', 'NNS'), ('coil', 'VBP'), ('#', '#'), ('3', 'CD'), ('closed', 'VBD'), ('bottom', 'NN')]"
2633,T-shirt Maglietta donna J2240 Motor and Skull Born To Ride Since 1970 Compleanno,"[('t-shirt', 'JJ'), ('maglietta', 'NN'), ('donna', 'NN'), ('j2240', 'NN'), ('motor', 'NN'), ('and', 'CC'), ('skull', 'NN'), ('born', 'VBN'), ('to', 'TO'), ('ride', 'VB'), ('since', 'IN'), ('1970', 'CD'), ('compleanno', 'NN')]"
2634,KEEP CALM AND EAT SOME CHOCOLATE - Personalised Ladies Tank Tops,"[('keep', 'VB'), ('calm', 'NN'), ('and', 'CC'), ('eat', 'VB'), ('some', 'DT'), ('chocolate', 'NN'), ('-', ':'), ('personalised', 'JJ'), ('ladies', 'NNS'), ('tank', 'NN'), ('tops', 'NNS')]"
2635,9ct three colour gold three strand polished & satin knot stud earrings,"[('9ct', 'CD'), ('three', 'CD'), ('colour', 'NNS'), ('gold', 'VBD'), ('three', 'CD'), ('strand', 'NN'), ('polished', 'VBD'), ('&', 'CC'), ('satin', 'JJ'), ('knot', 'NN'), ('stud', 'JJ'), ('earrings', 'NNS')]"
2636,Тонер Pelikan Toner Brother TN-900BK comp...,"[('тонер', 'JJ'), ('pelikan', 'NN'), ('toner', 'NN'), ('brother', 'IN'), ('tn-900bk', 'JJ'), ('comp', 'NN'), ('...', ':')]"
2637,Young The Giant,"[('young', 'JJ'), ('the', 'DT'), ('giant', 'JJ')]"
2638,"Iranian President Mahmoud Ahmadinejad, right, listens to his Foreign Minister Manouchehr Mottaki, during a meeting in Tehran in 2008. Ahmadinejad fired Mottaki on Monday.","[('iranian', 'JJ'), ('president', 'NN'), ('mahmoud', 'NN'), ('ahmadinejad', 'NN'), (',', ','), ('right', 'RB'), (',', ','), ('listens', 'VBZ'), ('to', 'TO'), ('his', 'PRP$'), ('foreign', 'JJ'), ('minister', 'NN'), ('manouchehr', 'NN'), ('mottaki', 'NN'), (',', ','), ('during', 'IN'), ('a', 'DT'), ('meeting', 'NN'), ('in', 'IN'), ('tehran', 'NN'), ('in', 'IN'), ('2008.', 'CD'), ('ahmadinejad', 'NN'), ('fired', 'VBD'), ('mottaki', 'NN'), ('on', 'IN'), ('monday', 'NN'), ('.', '.')]"
2639,Bandolino Willaria Tassled Booties Grey,"[('bandolino', 'NN'), ('willaria', 'NNS'), ('tassled', 'VBD'), ('booties', 'NNS'), ('grey', 'VBP')]"
2640,Celestian Tales: Old North Available Today On Steam,"[('celestian', 'JJ'), ('tales', 'NNS'), (':', ':'), ('old', 'JJ'), ('north', 'NN'), ('available', 'JJ'), ('today', 'NN'), ('on', 'IN'), ('steam', 'NN')]"
2641,Ultimate Christmas Hits | CD,"[('ultimate', 'JJ'), ('christmas', 'NN'), ('hits', 'NNS'), ('|', 'VBP'), ('cd', 'NN')]"
2642,"A Doughnut Cake Tutorial. A video tutorial showing how to make a donut cake with fondant covered cake, fondant sprinkles and more.","[('a', 'DT'), ('doughnut', 'JJ'), ('cake', 'NN'), ('tutorial', 'NN'), ('.', '.'), ('a', 'DT'), ('video', 'JJ'), ('tutorial', 'JJ'), ('showing', 'VBG'), ('how', 'WRB'), ('to', 'TO'), ('make', 'VB'), ('a', 'DT'), ('donut', 'NN'), ('cake', 'NN'), ('with', 'IN'), ('fondant', 'JJ'), ('covered', 'JJ'), ('cake', 'NN'), (',', ','), ('fondant', 'JJ'), ('sprinkles', 'NNS'), ('and', 'CC'), ('more', 'JJR'), ('.', '.')]"
2643,"2018 Textron Off Road Alterra VLX 700 EPS in Effort, Pennsylvania - Photo 8","[('2018', 'CD'), ('textron', 'NN'), ('off', 'IN'), ('road', 'NN'), ('alterra', 'NN'), ('vlx', 'VBD'), ('700', 'CD'), ('eps', 'NNS'), ('in', 'IN'), ('effort', 'NN'), (',', ','), ('pennsylvania', 'SYM'), ('-', ':'), ('photo', 'NN'), ('8', 'CD')]"
2644,DHC Rich Eye Zone Care Pack,"[('dhc', 'NN'), ('rich', 'JJ'), ('eye', 'NN'), ('zone', 'NN'), ('care', 'NN'), ('pack', 'NN')]"
2645,Electrical Control Box Copper Cable Recycling Machine /Copper Wire Recycling Machine for Cables,"[('electrical', 'JJ'), ('control', 'NN'), ('box', 'NN'), ('copper', 'NN'), ('cable', 'NN'), ('recycling', 'VBG'), ('machine', 'NN'), ('/copper', 'NNP'), ('wire', 'NN'), ('recycling', 'VBG'), ('machine', 'NN'), ('for', 'IN'), ('cables', 'NNS')]"
2646,34mm Gents Rolex Stainless Steel Date Watch. - L29675,"[('34mm', 'CD'), ('gents', 'NNS'), ('rolex', 'JJ'), ('stainless', 'NN'), ('steel', 'NN'), ('date', 'NN'), ('watch', 'NN'), ('.', '.'), ('-', ':'), ('l29675', 'NN')]"
2647,"ACROBOTIC WS2812B Strip with 60 RGB LED/m (Black PCB, IP68 Waterproof) | NeoPixel-Compatible","[('acrobotic', 'JJ'), ('ws2812b', 'NN'), ('strip', 'NN'), ('with', 'IN'), ('60', 'CD'), ('rgb', 'NNS'), ('led/m', 'NN'), ('(', '('), ('black', 'JJ'), ('pcb', 'NN'), (',', ','), ('ip68', 'JJ'), ('waterproof', 'NN'), (')', ')'), ('|', 'VBZ'), ('neopixel-compatible', 'JJ')]"
2648,Four workers stacking hands together Stock photo © wavebreak_media,"[('four', 'CD'), ('workers', 'NNS'), ('stacking', 'VBG'), ('hands', 'NNS'), ('together', 'RB'), ('stock', 'NN'), ('photo', 'NN'), ('©', 'NNP'), ('wavebreak_media', 'NN')]"
2649,NR1200 2-Channel Slim Stereo Receiver with HEOS Built-in,"[('nr1200', 'JJ'), ('2-channel', 'JJ'), ('slim', 'NN'), ('stereo', 'NN'), ('receiver', 'NN'), ('with', 'IN'), ('heos', 'JJ'), ('built-in', 'NN')]"
2650,2011 Aetna / NBRPA Initiative to Fight Obesity Aetna Basketball 4 Life Clinic,"[('2011', 'CD'), ('aetna', 'NN'), ('/', 'NNP'), ('nbrpa', 'RB'), ('initiative', 'VBP'), ('to', 'TO'), ('fight', 'VB'), ('obesity', 'NN'), ('aetna', 'IN'), ('basketball', 'NN'), ('4', 'CD'), ('life', 'NN'), ('clinic', 'NN')]"
2651,problemas de som do windows,"[('problemas', 'NN'), ('de', 'FW'), ('som', 'FW'), ('do', 'VBP'), ('windows', 'NNS')]"
2652,Alliance Various Artists - Soul Shine / Various,"[('alliance', 'NN'), ('various', 'JJ'), ('artists', 'NNS'), ('-', ':'), ('soul', 'NN'), ('shine', 'NN'), ('/', 'NNP'), ('various', 'JJ')]"
2653,Percy Jackson the Hero,"[('percy', 'NN'), ('jackson', 'NN'), ('the', 'DT'), ('hero', 'NN')]"
2654,Angry Birds: Africa Style. Angry Birds: Africa Style COMING SOON to iOS/Android/WP!!!. Africa style Angry Birds africa Bird black style lol ostrich egg safari,"[('angry', 'JJ'), ('birds', 'NNS'), (':', ':'), ('africa', 'NN'), ('style', 'NN'), ('.', '.'), ('angry', 'JJ'), ('birds', 'NNS'), (':', ':'), ('africa', 'JJ'), ('style', 'NN'), ('coming', 'VBG'), ('soon', 'RB'), ('to', 'TO'), ('ios/android/wp', 'VB'), ('!', '.'), ('!', '.'), ('!', '.'), ('.', '.'), ('africa', 'JJ'), ('style', 'NN'), ('angry', 'JJ'), ('birds', 'NNS'), ('africa', 'VBP'), ('bird', 'JJ'), ('black', 'JJ'), ('style', 'NN'), ('lol', 'NN'), ('ostrich', 'JJ'), ('egg', 'NN'), ('safari', 'NN')]"
2655,I'm from Scotland.,"[('i', 'JJ'), (""'m"", 'VBP'), ('from', 'IN'), ('scotland', 'NN'), ('.', '.')]"
2656,Simple coelacanth by palaeorigamipete,"[('simple', 'JJ'), ('coelacanth', 'NN'), ('by', 'IN'), ('palaeorigamipete', 'NN')]"
2657,BasAcc Bling Luxury Blue with Flower Snap-on Case for Apple iPhone 5,"[('basacc', 'NN'), ('bling', 'VBG'), ('luxury', 'NN'), ('blue', 'NN'), ('with', 'IN'), ('flower', 'JJR'), ('snap-on', 'JJ'), ('case', 'NN'), ('for', 'IN'), ('apple', 'NN'), ('iphone', 'NN'), ('5', 'CD')]"
2658,"AMANDA SABGA/Staff photo <br /> <br /> Daniel and Holly Boyce of Benson, Vermont hug in celebration as their second place pumpkin weighs in at 2017.5 pounds during the Giant Pumpkin Weigh Off on the first night at Topsfield fair.<br /> <br /> 9/28/18","[('amanda', 'JJ'), ('sabga/staff', 'NN'), ('photo', 'NN'), ('<', 'NNP'), ('br', 'NN'), ('/', 'NNP'), ('>', 'NNP'), ('<', 'NNP'), ('br', 'NN'), ('/', 'NNP'), ('>', 'NNP'), ('daniel', 'NN'), ('and', 'CC'), ('holly', 'RB'), ('boyce', 'NNS'), ('of', 'IN'), ('benson', 'NN'), (',', ','), ('vermont', 'JJ'), ('hug', 'NN'), ('in', 'IN'), ('celebration', 'NN'), ('as', 'IN'), ('their', 'PRP$'), ('second', 'JJ'), ('place', 'NN'), ('pumpkin', 'NN'), ('weighs', 'VBZ'), ('in', 'IN'), ('at', 'IN'), ('2017.5', 'CD'), ('pounds', 'NNS'), ('during', 'IN'), ('the', 'DT'), ('giant', 'JJ'), ('pumpkin', 'NN'), ('weigh', 'VBD'), ('off', 'RP'), ('on', 'IN'), ('the', 'DT'), ('first', 'JJ'), ('night', 'NN'), ('at', 'IN'), ('topsfield', 'NN'), ('fair.', 'NN'), ('<', 'NNP'), ('br', 'NN'), ('/', 'NNP'), ('>', 'NNP'), ('<', 'NNP'), ('br', 'NN'), ('/', 'NNP'), ('>', 'VBZ'), ('9/28/18', 'CD')]"
2659,sparkle backgrounds background wallpapers twitter,"[('sparkle', 'NN'), ('backgrounds', 'VBZ'), ('background', 'IN'), ('wallpapers', 'NNS'), ('twitter', 'VBP')]"
2660,silhouettes of mother and son watching night sky,"[('silhouettes', 'NNS'), ('of', 'IN'), ('mother', 'NN'), ('and', 'CC'), ('son', 'NN'), ('watching', 'VBG'), ('night', 'NN'), ('sky', 'NN')]"
2661,Han Wang Shi Zi Korean Prince Traditional Korea Hanbok Wedding Costume Sets for Lovers and the Couple with Bride Hair Tiaras - DISCOUNT ITEM  0% OFF All Category,"[('han', 'NN'), ('wang', 'NN'), ('shi', 'NN'), ('zi', 'JJ'), ('korean', 'JJ'), ('prince', 'NN'), ('traditional', 'JJ'), ('korea', 'NN'), ('hanbok', 'NN'), ('wedding', 'NN'), ('costume', 'NN'), ('sets', 'NNS'), ('for', 'IN'), ('lovers', 'NNS'), ('and', 'CC'), ('the', 'DT'), ('couple', 'NN'), ('with', 'IN'), ('bride', 'JJ'), ('hair', 'NN'), ('tiaras', 'SYM'), ('-', ':'), ('discount', 'NN'), ('item', 'NN'), ('0', 'CD'), ('%', 'NN'), ('off', 'IN'), ('all', 'DT'), ('category', 'NN')]"
2662,Polymer cover book. Blue jay.,"[('polymer', 'NN'), ('cover', 'NN'), ('book', 'NN'), ('.', '.'), ('blue', 'JJ'), ('jay', 'NN'), ('.', '.')]"
2663,Mayonnaise 10ml x500 COLONA,"[('mayonnaise', 'NN'), ('10ml', 'CD'), ('x500', 'CD'), ('colona', 'NN')]"
2664,POSTER 9 __ Bella Thorne __ Collection/Raccolta __ Shake It Up,"[('poster', 'NN'), ('9', 'CD'), ('__', 'NNP'), ('bella', 'NN'), ('thorne', 'NN'), ('__', 'NNP'), ('collection/raccolta', 'NN'), ('__', 'NNP'), ('shake', 'NN'), ('it', 'PRP'), ('up', 'RP')]"
2665,autumn with colorful leaves and vector image,"[('autumn', 'NN'), ('with', 'IN'), ('colorful', 'JJ'), ('leaves', 'NNS'), ('and', 'CC'), ('vector', 'NN'), ('image', 'NN')]"
2666,KitchenAid KSM2FPA,"[('kitchenaid', 'NN'), ('ksm2fpa', 'NN')]"
2667,residential Villa for rent in Nirouth ID 83630 1,"[('residential', 'JJ'), ('villa', 'NN'), ('for', 'IN'), ('rent', 'NN'), ('in', 'IN'), ('nirouth', 'JJ'), ('id', 'JJ'), ('83630', 'CD'), ('1', 'CD')]"
2668,Amazing People of Paris: Inspirational Stories,"[('amazing', 'VBG'), ('people', 'NNS'), ('of', 'IN'), ('paris', 'NN'), (':', ':'), ('inspirational', 'JJ'), ('stories', 'NNS')]"
2669,Sians Book of Poetry and Short Stories,"[('sians', 'NNS'), ('book', 'NN'), ('of', 'IN'), ('poetry', 'NN'), ('and', 'CC'), ('short', 'JJ'), ('stories', 'NNS')]"
2670,Rotary Cup Filling Machine,"[('rotary', 'JJ'), ('cup', 'NN'), ('filling', 'NN'), ('machine', 'NN')]"
2671,Tropical paradise background banner,"[('tropical', 'JJ'), ('paradise', 'NN'), ('background', 'NN'), ('banner', 'NN')]"
2672,"Revlon Multicare - Base Finalizadora 14,7ml","[('revlon', 'NN'), ('multicare', 'NN'), ('-', ':'), ('base', 'NN'), ('finalizadora', 'VBZ'), ('14,7ml', 'CD')]"
2673,Small Living Room Decorating Ideas 2017 Dining Table And Chairs For 40 Beautiful Pictures Of Bohemian Style To Decorate Your ...,"[('small', 'JJ'), ('living', 'NN'), ('room', 'NN'), ('decorating', 'VBG'), ('ideas', 'NNS'), ('2017', 'CD'), ('dining', 'VBG'), ('table', 'NN'), ('and', 'CC'), ('chairs', 'NNS'), ('for', 'IN'), ('40', 'CD'), ('beautiful', 'JJ'), ('pictures', 'NNS'), ('of', 'IN'), ('bohemian', 'JJ'), ('style', 'NN'), ('to', 'TO'), ('decorate', 'VB'), ('your', 'PRP$'), ('...', ':')]"
2674,keep-calm-and-lose-weight-436,"[('keep-calm-and-lose-weight-436', 'NN')]"
2675,The LULAC 19th Annual Legislative Conference and Awards Gala celebrates 87 years of legislative service to the Hispanic community,"[('the', 'DT'), ('lulac', 'NN'), ('19th', 'CD'), ('annual', 'JJ'), ('legislative', 'JJ'), ('conference', 'NN'), ('and', 'CC'), ('awards', 'NNS'), ('gala', 'VBP'), ('celebrates', 'VBZ'), ('87', 'CD'), ('years', 'NNS'), ('of', 'IN'), ('legislative', 'JJ'), ('service', 'NN'), ('to', 'TO'), ('the', 'DT'), ('hispanic', 'JJ'), ('community', 'NN')]"
2676,"2019 Polaris RZR S4 1000 EPS in Tyrone, Pennsylvania - Photo 1","[('2019', 'CD'), ('polaris', 'NN'), ('rzr', 'NN'), ('s4', 'NN'), ('1000', 'CD'), ('eps', 'NN'), ('in', 'IN'), ('tyrone', 'NN'), (',', ','), ('pennsylvania', 'SYM'), ('-', ':'), ('photo', 'NN'), ('1', 'CD')]"
2677,Natural Juices From Fruits And Vegetables Tasty Recipe,"[('natural', 'JJ'), ('juices', 'NNS'), ('from', 'IN'), ('fruits', 'NNS'), ('and', 'CC'), ('vegetables', 'NNS'), ('tasty', 'VBP'), ('recipe', 'NN')]"
2678,"Canvas Art Painting Picture, Silhouette of Deer Family with Pine Forest Wall Picture for Home Decoration, Home Decor no frame","[('canvas', 'JJ'), ('art', 'NN'), ('painting', 'NN'), ('picture', 'NN'), (',', ','), ('silhouette', 'NN'), ('of', 'IN'), ('deer', 'NN'), ('family', 'NN'), ('with', 'IN'), ('pine', 'NN'), ('forest', 'JJS'), ('wall', 'NN'), ('picture', 'NN'), ('for', 'IN'), ('home', 'NN'), ('decoration', 'NN'), (',', ','), ('home', 'NN'), ('decor', 'NN'), ('no', 'DT'), ('frame', 'NN')]"
2679,L'adoption internationale,"[(""l'adoption"", 'NN'), ('internationale', 'NN')]"
2680,COLETTE BLUE FLOWER ON PINK Accent Pillow By Terri Ellis,"[('colette', 'NN'), ('blue', 'NN'), ('flower', 'NN'), ('on', 'IN'), ('pink', 'NN'), ('accent', 'NN'), ('pillow', 'NN'), ('by', 'IN'), ('terri', 'NN'), ('ellis', 'NN')]"
