,original prompts,pos tagged prompt
2025,Best 9x10x17 personal carry on united airlines,"[('best', 'JJS'), ('9x10x17', 'NN'), ('personal', 'JJ'), ('carry', 'VBP'), ('on', 'IN'), ('united', 'NNP'), ('airlines', 'NNS')]"
2026,Cover of: Tobi The Little Puppy Dog (Uncle Bob) | Uncle Bob,"[('cover', 'NN'), ('of', 'IN'), (':', ':'), ('tobi', 'NNP'), ('the', 'DT'), ('little', 'JJ'), ('puppy', 'NN'), ('dog', 'NN'), ('(', '-LRB-'), ('uncle', 'NN'), ('bob', 'NNP'), (')', '-RRB-'), ('|', 'NFP'), ('uncle', 'NN'), ('bob', 'NNP')]"
2027,"The Gerteis® roller compaction process showing: (1) Inlet funnel with agitator, (2) Feed auger, (3) Tamp auger, (4) Small quantity inlet funnel, (5) Press rollers with ribbon, (6) Rotor with desired granules.","[('the', 'DT'), ('gerteis®', 'NNP'), ('roller', 'NN'), ('compaction', 'NN'), ('process', 'NN'), ('showing', 'VBG'), (':', ':'), ('(', '-LRB-'), ('1', 'LS'), (')', '-RRB-'), ('inlet', 'NN'), ('funnel', 'NN'), ('with', 'IN'), ('agitator', 'NN'), (',', ','), ('(', '-LRB-'), ('2', 'CD'), (')', '-RRB-'), ('feed', 'NN'), ('auger', 'NN'), (',', ','), ('(', '-LRB-'), ('3', 'CD'), (')', '-RRB-'), ('tamp', 'NN'), ('auger', 'NN'), (',', ','), ('(', '-LRB-'), ('4', 'CD'), (')', '-RRB-'), ('small', 'JJ'), ('quantity', 'NN'), ('inlet', 'NN'), ('funnel', 'NN'), (',', ','), ('(', '-LRB-'), ('5', 'CD'), (')', '-RRB-'), ('press', 'NN'), ('rollers', 'NNS'), ('with', 'IN'), ('ribbon', 'NN'), (',', ','), ('(', '-LRB-'), ('6', 'CD'), (')', '-RRB-'), ('rotor', 'NN'), ('with', 'IN'), ('desired', 'VBN'), ('granules', 'NNS'), ('.', '.')]"
2028,GUESS Aria Mini Wallet 14793899,"[('guess', 'VB'), ('aria', 'NN'), ('mini', 'NN'), ('wallet', 'NN'), ('14793899', 'CD')]"
2029,BUFF NECKWARMER KNITTED&POLAR IRON BLUE 113549.707,"[('buff', 'NN'), ('neckwarmer', 'NN'), ('knitted', 'VBN'), ('&polar', 'NN'), ('iron', 'NN'), ('blue', 'JJ'), ('113549.707', 'CD')]"
2030,Certified Pre-Owned 2014 Toyota Avalon XLE,"[('certified', 'VBN'), ('pre-owned', 'JJ'), ('2014', 'CD'), ('toyota', 'NNP'), ('avalon', 'NNP'), ('xle', 'NN')]"
2031,focus until succes,"[('focus', 'VB'), ('until', 'IN'), ('succes', 'NN')]"
2032,OLYMPUS M. ZUIKO DIGITAL ED 25mm F1.2 PRO  (公司貨),"[('olympus', 'NNP'), ('m.', 'NNP'), ('zuiko', 'NNP'), ('digital', 'JJ'), ('ed', 'NN'), ('25', 'CD'), ('mm', 'NN'), ('f1.2', 'NN'), ('pro', 'NN'), ('(', '-LRB-'), ('公司貨', 'NN'), (')', '-RRB-')]"
2033,OTG USB-A F to USB-C M adapter,"[('otg', 'NN'), ('usb', 'NN'), ('-', 'HYPH'), ('a', 'DT'), ('f', 'NN'), ('to', 'IN'), ('usb-c', 'NN'), ('m', 'NN'), ('adapter', 'NN')]"
2034,Seamless old ornament batik pattern in unique composition vector illustration,"[('seamless', 'JJ'), ('old', 'JJ'), ('ornament', 'NN'), ('batik', 'NN'), ('pattern', 'NN'), ('in', 'IN'), ('unique', 'JJ'), ('composition', 'NN'), ('vector', 'NN'), ('illustration', 'NN')]"
2035,Chanel Blue Quilted Leather Mini Classic Flap,"[('chanel', 'NN'), ('blue', 'JJ'), ('quilted', 'VBN'), ('leather', 'NN'), ('mini', 'NN'), ('classic', 'JJ'), ('flap', 'NN')]"
2036,Stay Cool Shower Curtain,"[('stay', 'VB'), ('cool', 'JJ'), ('shower', 'NN'), ('curtain', 'NN')]"
2037,Salvatore Ferragamo Incanto Heaven,"[('salvatore', 'NNP'), ('ferragamo', 'NN'), ('incanto', 'NN'), ('heaven', 'NN')]"
2038,Shared Lien Positions Between FSA Guaranteed Loan and Lender's Non-Guaranteed Loan,"[('shared', 'VBN'), ('lien', 'NN'), ('positions', 'NNS'), ('between', 'IN'), ('fsa', 'NN'), ('guaranteed', 'VBN'), ('loan', 'NN'), ('and', 'CC'), ('lender', 'NN'), (""'s"", 'POS'), ('non-guaranteed', 'JJ'), ('loan', 'NN')]"
2039,Michaelmas cay is an important breeding site for several species. It is also very important to sea bird migration,"[('michaelmas', 'NNP'), ('cay', 'NNP'), ('is', 'VBZ'), ('an', 'DT'), ('important', 'JJ'), ('breeding', 'NN'), ('site', 'NN'), ('for', 'IN'), ('several', 'JJ'), ('species', 'NNS'), ('.', '.'), ('it', 'PRP'), ('is', 'VBZ'), ('also', 'RB'), ('very', 'RB'), ('important', 'JJ'), ('to', 'IN'), ('sea', 'NN'), ('bird', 'NN'), ('migration', 'NN')]"
2040,Green Figure Standing In An Open Doorway Uncertain Of Whether Or Not To Enter Symbolizing Opportunity,"[('green', 'JJ'), ('figure', 'NN'), ('standing', 'VBG'), ('in', 'IN'), ('an', 'DT'), ('open', 'JJ'), ('doorway', 'NN'), ('uncertain', 'JJ'), ('of', 'IN'), ('whether', 'IN'), ('or', 'CC'), ('not', 'RB'), ('to', 'TO'), ('enter', 'VB'), ('symbolizing', 'VBG'), ('opportunity', 'NN')]"
2041,Hold op med at mobbe Prius,"[('hold', 'VB'), ('op', 'NN'), ('med', 'NN'), ('at', 'IN'), ('mobbe', 'NN'), ('prius', 'NN')]"
2042,Rotaract Club of Little Rock,"[('rotaract', 'NN'), ('club', 'NN'), ('of', 'IN'), ('little', 'JJ'), ('rock', 'NN')]"
2043,"epicjohndoe:  One Of These Days, Darn Humans: PLEASE OPEN AND CLOSE THE DOOR  CAREFULLY  WE HAVE A  DOOR DASHER  Wellz the sign at the animal shelter wasntlying.. epicjohndoe:  One Of These Days, Darn Humans","[('epicjohndoe', 'NNP'), (':', ':'), ('one', 'CD'), ('of', 'IN'), ('these', 'DT'), ('days', 'NNS'), (',', ','), ('darn', 'UH'), ('humans', 'NNS'), (':', ':'), ('please', 'UH'), ('open', 'VB'), ('and', 'CC'), ('close', 'VB'), ('the', 'DT'), ('door', 'NN'), ('carefully', 'RB'), ('we', 'PRP'), ('have', 'VBP'), ('a', 'DT'), ('door', 'NN'), ('dasher', 'NN'), ('wellz', 'NN'), ('the', 'DT'), ('sign', 'NN'), ('at', 'IN'), ('the', 'DT'), ('animal', 'NN'), ('shelter', 'NN'), ('wasntlying', 'VBG'), ('..', ','), ('epicjohndoe', 'NNP'), (':', ':'), ('one', 'CD'), ('of', 'IN'), ('these', 'DT'), ('days', 'NNS'), (',', ','), ('darn', 'JJ'), ('humans', 'NNS')]"
2044,2016 Kings Lynn Young Stars Speedway Badge,"[('2016', 'CD'), ('kings', 'NNS'), ('lynn', 'NNP'), ('young', 'JJ'), ('stars', 'NNS'), ('speedway', 'NN'), ('badge', 'NN')]"
2045,Rodent Removal Los Angeles CA,"[('rodent', 'NN'), ('removal', 'NN'), ('los', 'NNP'), ('angeles', 'NNP'), ('ca', 'MD')]"
2046,Stripes Xlarge Wall Decal (Set of 4),"[('stripes', 'NNS'), ('xlarge', 'NN'), ('wall', 'NN'), ('decal', 'NN'), ('(', '-LRB-'), ('set', 'NN'), ('of', 'IN'), ('4', 'CD'), (')', '-RRB-')]"
2047,INA Casa ceramic tile (1949-1963),"[('ina', 'NNP'), ('casa', 'NNP'), ('ceramic', 'NN'), ('tile', 'NN'), ('(', '-LRB-'), ('1949', 'CD'), ('-', 'SYM'), ('1963', 'CD'), (')', '-RRB-')]"
2048,India Vs New Zealand Live Cricket Streaming 3rd T20 Thiruvananthapuram When And Where To Watch Ind Nz Online Tv Coverage The Financial Express,"[('india', 'NNP'), ('vs', 'IN'), ('new', 'NNP'), ('zealand', 'NNP'), ('live', 'JJ'), ('cricket', 'NN'), ('streaming', 'NN'), ('3rd', 'JJ'), ('t20', 'CD'), ('thiruvananthapuram', 'NNP'), ('when', 'WRB'), ('and', 'CC'), ('where', 'WRB'), ('to', 'TO'), ('watch', 'VB'), ('ind', 'NNP'), ('nz', 'NNP'), ('online', 'JJ'), ('tv', 'NN'), ('coverage', 'NN'), ('the', 'DT'), ('financial', 'JJ'), ('express', 'NN')]"
2049,column: cut down on the clutter: kitchen storage ideas | current,"[('column', 'NN'), (':', ':'), ('cut', 'VB'), ('down', 'RP'), ('on', 'IN'), ('the', 'DT'), ('clutter', 'NN'), (':', ':'), ('kitchen', 'NN'), ('storage', 'NN'), ('ideas', 'NNS'), ('|', 'NFP'), ('current', 'JJ')]"
2050,The study suggests changes in writing style provide clues to group identity,"[('the', 'DT'), ('study', 'NN'), ('suggests', 'VBZ'), ('changes', 'NNS'), ('in', 'IN'), ('writing', 'NN'), ('style', 'NN'), ('provide', 'VBP'), ('clues', 'NNS'), ('to', 'IN'), ('group', 'NN'), ('identity', 'NN')]"
2051,Free me (BEN Drowned x Reader) by likepercyjackson,"[('free', 'JJ'), ('me', 'PRP'), ('(', '-LRB-'), ('ben', 'NNP'), ('drowned', 'VBN'), ('x', 'SYM'), ('reader', 'NN'), (')', '-RRB-'), ('by', 'IN'), ('likepercyjackson', 'NNP')]"
2052,"Andes range mountains landscape scene from the top of Cruz Loma hill and cityscape of Quito, Ecuador","[('andes', 'NNP'), ('range', 'NN'), ('mountains', 'NNS'), ('landscape', 'NN'), ('scene', 'NN'), ('from', 'IN'), ('the', 'DT'), ('top', 'NN'), ('of', 'IN'), ('cruz', 'NNP'), ('loma', 'NNP'), ('hill', 'NN'), ('and', 'CC'), ('cityscape', 'NN'), ('of', 'IN'), ('quito', 'NN'), (',', ','), ('ecuador', 'NNP')]"
2053,Love Hit Me! Decca Beat Girls 1963-1970,"[('love', 'NN'), ('hit', 'VBD'), ('me', 'PRP'), ('!', '.'), ('decca', 'NNP'), ('beat', 'VBP'), ('girls', 'NNS'), ('1963', 'CD'), ('-', 'SYM'), ('1970', 'CD')]"
2054,"A giant member of San Fermin Comparse Parade takes part in a procession surrounded by people dressed in white and red clothes at the San Fermin Festival in Pamplona, northern Spain, Sunday, July 7, 2019. Revellers from around the world flock to Pamplona every year to take part in the eight days of the running of the bulls. (AP Photo/Alvaro Barrientos)","[('a', 'DT'), ('giant', 'JJ'), ('member', 'NN'), ('of', 'IN'), ('san', 'NNP'), ('fermin', 'NNP'), ('comparse', 'NN'), ('parade', 'NN'), ('takes', 'VBZ'), ('part', 'NN'), ('in', 'IN'), ('a', 'DT'), ('procession', 'NN'), ('surrounded', 'VBN'), ('by', 'IN'), ('people', 'NNS'), ('dressed', 'VBN'), ('in', 'IN'), ('white', 'JJ'), ('and', 'CC'), ('red', 'JJ'), ('clothes', 'NNS'), ('at', 'IN'), ('the', 'DT'), ('san', 'NNP'), ('fermin', 'NNP'), ('festival', 'NN'), ('in', 'IN'), ('pamplona', 'NNP'), (',', ','), ('northern', 'JJ'), ('spain', 'NNP'), (',', ','), ('sunday', 'NNP'), (',', ','), ('july', 'NNP'), ('7', 'CD'), (',', ','), ('2019', 'CD'), ('.', '.'), ('revellers', 'NNS'), ('from', 'IN'), ('around', 'IN'), ('the', 'DT'), ('world', 'NN'), ('flock', 'VBP'), ('to', 'IN'), ('pamplona', 'NNP'), ('every', 'DT'), ('year', 'NN'), ('to', 'TO'), ('take', 'VB'), ('part', 'NN'), ('in', 'IN'), ('the', 'DT'), ('eight', 'CD'), ('days', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('running', 'NN'), ('of', 'IN'), ('the', 'DT'), ('bulls', 'NNS'), ('.', '.'), ('(', '-LRB-'), ('ap', 'NN'), ('photo', 'NN'), ('/', ','), ('alvaro', 'NNP'), ('barrientos', 'NNP'), (')', '-RRB-')]"
2055,BDMP Dried Fish Anchovy (Dilis) 100g - Asian Online Superstore UK,"[('bdmp', 'AFX'), ('dried', 'VBN'), ('fish', 'NN'), ('anchovy', 'NN'), ('(', '-LRB-'), ('dilis', 'NNS'), (')', '-RRB-'), ('100g', 'NN'), ('-', 'HYPH'), ('asian', 'JJ'), ('online', 'JJ'), ('superstore', 'NN'), ('uk', 'NNP')]"
2056,Flying Hawk Apron,"[('flying', 'VBG'), ('hawk', 'NN'), ('apron', 'NN')]"
2057,Parker County Single Family Home For Sale: 112 Maudy Lane,"[('parker', 'NN'), ('county', 'NN'), ('single', 'JJ'), ('family', 'NN'), ('home', 'NN'), ('for', 'IN'), ('sale', 'NN'), (':', ':'), ('112', 'CD'), ('maudy', 'NN'), ('lane', 'NN')]"
2058,Party First,"[('party', 'NN'), ('first', 'RB')]"
2059,Level Change - Set Up Single Leg with...,"[('level', 'NN'), ('change', 'NN'), ('-', 'HYPH'), ('set', 'VB'), ('up', 'RP'), ('single', 'JJ'), ('leg', 'NN'), ('with', 'IN'), ('...', '.')]"
2060,Classic Plus Folding Chair - 4215290,"[('classic', 'JJ'), ('plus', 'CC'), ('folding', 'NN'), ('chair', 'NN'), ('-', ','), ('4215290', 'CD')]"
2061,Led Colorful Color Bright Light Headset Helmet With Battery LED Glowing Party DJ Headphones Robot Business Accessories,"[('led', 'VBD'), ('colorful', 'JJ'), ('color', 'NN'), ('bright', 'JJ'), ('light', 'NN'), ('headset', 'NN'), ('helmet', 'NN'), ('with', 'IN'), ('battery', 'NN'), ('led', 'VBN'), ('glowing', 'VBG'), ('party', 'NN'), ('dj', 'NN'), ('headphones', 'NNS'), ('robot', 'NN'), ('business', 'NN'), ('accessories', 'NNS')]"
2062,Women's UA On The Run Tote  1 Color $41.99,"[('women', 'NNS'), (""'s"", 'POS'), ('ua', 'NNP'), ('on', 'IN'), ('the', 'DT'), ('run', 'NN'), ('tote', 'NN'), ('1', 'CD'), ('color', 'NN'), ('$', '$'), ('41.99', 'CD')]"
2063,"Samsung Galaxy Watch Active2 W/ Enhanced Sleep Tracking Analysis, Auto Workout Tracking, and Pace Coaching (40mm, GPS, Bluetooth), Aqua Black - US Version with Warranty","[('samsung', 'NNP'), ('galaxy', 'NN'), ('watch', 'NN'), ('active2', 'NN'), ('w/', 'SYM'), ('enhanced', 'VBN'), ('sleep', 'NN'), ('tracking', 'NN'), ('analysis', 'NN'), (',', ','), ('auto', 'NN'), ('workout', 'NN'), ('tracking', 'NN'), (',', ','), ('and', 'CC'), ('pace', 'NN'), ('coaching', 'NN'), ('(', '-LRB-'), ('40', 'CD'), ('mm', 'NNS'), (',', ','), ('gps', 'NNS'), (',', ','), ('bluetooth', 'NN'), (')', '-RRB-'), (',', ','), ('aqua', 'NN'), ('black', 'NN'), ('-', 'HYPH'), ('us', 'PRP'), ('version', 'NN'), ('with', 'IN'), ('warranty', 'NN')]"
2064,Cake Topper Rond Bois Mr & Mrs Naturel 20 cm,"[('cake', 'NN'), ('topper', 'NN'), ('rond', 'FW'), ('bois', 'NNP'), ('mr', 'NNP'), ('&', 'CC'), ('mrs', 'NNP'), ('naturel', 'NNP'), ('20', 'CD'), ('cm', 'NN')]"
2065,Women/'s Small 5-7 Range Rider Cowgirl Black Faux Leather Chaps and Vest Set,"[('women', 'NNS'), ('/', ','), (""'s"", 'POS'), ('small', 'JJ'), ('5', 'CD'), ('-', 'SYM'), ('7', 'CD'), ('range', 'NN'), ('rider', 'NN'), ('cowgirl', 'NN'), ('black', 'JJ'), ('faux', 'NN'), ('leather', 'NN'), ('chaps', 'NNS'), ('and', 'CC'), ('vest', 'NN'), ('set', 'NN')]"
2066,CITIZEN REVIEW PANELS (CRPS) Required by federal law CAPTA Minimum of 3 per state;,"[('citizen', 'NN'), ('review', 'NN'), ('panels', 'NNS'), ('(', '-LRB-'), ('crps', 'NNS'), (')', '-RRB-'), ('required', 'VBN'), ('by', 'IN'), ('federal', 'JJ'), ('law', 'NN'), ('capta', 'NN'), ('minimum', 'NN'), ('of', 'IN'), ('3', 'CD'), ('per', 'IN'), ('state', 'NN'), (';', ':')]"
2067,Exit Museo Misterioso,"[('exit', 'NN'), ('museo', 'FW'), ('misterioso', 'FW')]"
2068,Zen Pinball HD - screenshot,"[('zen', 'NN'), ('pinball', 'NN'), ('hd', 'NN'), ('-', 'HYPH'), ('screenshot', 'NN')]"
2069,valley-of-fire-panorama,"[('valley', 'NN'), ('-', 'HYPH'), ('of', 'IN'), ('-', 'HYPH'), ('fire', 'NN'), ('-', 'HYPH'), ('panorama', 'NN')]"
2070,Hunting blind tent,"[('hunting', 'VBG'), ('blind', 'JJ'), ('tent', 'NN')]"
2071,RPG Alphadia - screenshot thumbnail,"[('rpg', 'VB'), ('alphadia', 'NN'), ('-', 'HYPH'), ('screenshot', 'NN'), ('thumbnail', 'NN')]"
2072,Traditional White Country Kitchen Painted Color-love All,"[('traditional', 'JJ'), ('white', 'JJ'), ('country', 'NN'), ('kitchen', 'NN'), ('painted', 'VBN'), ('color', 'NN'), ('-', 'HYPH'), ('love', 'NN'), ('all', 'DT')]"
2073,Assassin's Creed II - Game of The Year Edition PS3 coverHQ (BLES00899),"[('assassin', 'NN'), (""'s"", 'POS'), ('creed', 'NN'), ('ii', 'NN'), ('-', 'HYPH'), ('game', 'NN'), ('of', 'IN'), ('the', 'DT'), ('year', 'NN'), ('edition', 'NN'), ('ps3', 'NNP'), ('coverhq', 'NN'), ('(', '-LRB-'), ('bles00899', 'NN'), (')', '-RRB-')]"
2074,Rubber Band Shooter Classic Toy,"[('rubber', 'NN'), ('band', 'NN'), ('shooter', 'NN'), ('classic', 'JJ'), ('toy', 'NN')]"
2075,Application | Mock API | Proxy (Mox) | Backend,"[('application', 'NN'), ('|', 'NFP'), ('mock', 'NN'), ('api', 'NN'), ('|', 'NFP'), ('proxy', 'NN'), ('(', '-LRB-'), ('mox', 'NN'), (')', '-RRB-'), ('|', 'NFP'), ('backend', 'NN')]"
2076,Not Sure How to Move? Here Are 5 Moving Options,"[('not', 'RB'), ('sure', 'JJ'), ('how', 'WRB'), ('to', 'TO'), ('move', 'VB'), ('?', '.'), ('here', 'RB'), ('are', 'VBP'), ('5', 'CD'), ('moving', 'NN'), ('options', 'NNS')]"
2077,Crete Carrier recruits DriveCo students,"[('crete', 'NN'), ('carrier', 'NN'), ('recruits', 'NNS'), ('driveco', 'NN'), ('students', 'NNS')]"
2078,silicone folding box silicone food Storage Containers with Lids,"[('silicone', 'NN'), ('folding', 'NN'), ('box', 'NN'), ('silicone', 'NN'), ('food', 'NN'), ('storage', 'NN'), ('containers', 'NNS'), ('with', 'IN'), ('lids', 'NNS')]"
2079,Miss Colombia Is Not Letting Go of The Miss Universe 2015,"[('miss', 'VB'), ('colombia', 'NNP'), ('is', 'VBZ'), ('not', 'RB'), ('letting', 'VBG'), ('go', 'VB'), ('of', 'IN'), ('the', 'DT'), ('miss', 'NN'), ('universe', 'NN'), ('2015', 'CD')]"
2080,Sunglasses - Baby Shades -  Zack Morris Blue,"[('sunglasses', 'NNS'), ('-', 'HYPH'), ('baby', 'NN'), ('shades', 'NNS'), ('-', 'HYPH'), ('zack', 'NN'), ('morris', 'NNP'), ('blue', 'JJ')]"
2081,Good night images with love,"[('good', 'JJ'), ('night', 'NN'), ('images', 'NNS'), ('with', 'IN'), ('love', 'NN')]"
2082,Tilley & District Public Library,"[('tilley', 'NNP'), ('&', 'CC'), ('district', 'NN'), ('public', 'JJ'), ('library', 'NN')]"
2083,Anna Mitsui Hot Asian secretary gets licked,"[('anna', 'NNP'), ('mitsui', 'NNP'), ('hot', 'JJ'), ('asian', 'JJ'), ('secretary', 'NN'), ('gets', 'VBZ'), ('licked', 'VBN')]"
2084,These schematic illustrations and corresponding transmission electron microscope images show the evolution of platinum/nickel from polyhedra to dodecahedron nanoframes with platinum-enriched skin.,"[('these', 'DT'), ('schematic', 'JJ'), ('illustrations', 'NNS'), ('and', 'CC'), ('corresponding', 'JJ'), ('transmission', 'NN'), ('electron', 'NN'), ('microscope', 'NN'), ('images', 'NNS'), ('show', 'VBP'), ('the', 'DT'), ('evolution', 'NN'), ('of', 'IN'), ('platinum', 'NN'), ('/', ','), ('nickel', 'NN'), ('from', 'IN'), ('polyhedra', 'NN'), ('to', 'IN'), ('dodecahedron', 'NN'), ('nanoframes', 'NNS'), ('with', 'IN'), ('platinum', 'NN'), ('-', 'HYPH'), ('enriched', 'VBN'), ('skin', 'NN'), ('.', '.')]"
2085,tab-kak-hang-nak-hill-nature-trail-krabi-thailand-hang-nak-mountain-hiking-eshamzhalim,"[('tab', 'NN'), ('-', 'HYPH'), ('kak', 'NNP'), ('-', 'HYPH'), ('hang', 'NN'), ('-', 'HYPH'), ('nak', 'NNP'), ('-', 'HYPH'), ('hill', 'NNP'), ('-', 'HYPH'), ('nature', 'NN'), ('-', 'HYPH'), ('trail', 'NN'), ('-', 'HYPH'), ('krabi', 'NNP'), ('-', 'HYPH'), ('thailand', 'NNP'), ('-', 'HYPH'), ('hang', 'NNP'), ('-', 'HYPH'), ('nak', 'NNP'), ('-', 'HYPH'), ('mountain', 'NN'), ('-', 'HYPH'), ('hiking', 'NN'), ('-', 'HYPH'), ('eshamzhalim', 'NNP')]"
2086,Filtered Frequencies,"[('filtered', 'VBN'), ('frequencies', 'NNS')]"
2087,- Make Me Bridal Artist: Lauren Gent ✦ Hair & Makeup Artist. #classic #vintage #bridalhair #glamourous #weddinghair #hollywoodwaves #vintagewaves #vintageglamour #vintagebride,"[('-', 'NFP'), ('make', 'VB'), ('me', 'PRP'), ('bridal', 'NN'), ('artist', 'NN'), (':', ':'), ('lauren', 'NNP'), ('gent', 'NN'), ('✦', 'HYPH'), ('hair', 'NN'), ('&', 'CC'), ('makeup', 'NN'), ('artist', 'NN'), ('.', '.'), ('#', 'NN'), ('classic', 'JJ'), ('#vintage', 'NN'), ('#', 'NN'), ('bridalhair', 'FW'), ('#', 'NN'), ('glamourous', 'JJ'), ('#weddinghair', 'GW'), ('#hollywoodwaves', 'GW'), ('#vintagewaves', 'GW'), ('#vintageglamour', 'GW'), ('#vintagebride', 'ADD')]"
2088,Garden Flowers Parents Wedding Day Thank You Card,"[('garden', 'NN'), ('flowers', 'NNS'), ('parents', 'NNS'), ('wedding', 'NN'), ('day', 'NN'), ('thank', 'VBP'), ('you', 'PRP'), ('card', 'NN')]"
2089,fried-oyster-new-brunswick,"[('fried', 'VBN'), ('-', 'HYPH'), ('oyster', 'NN'), ('-', 'HYPH'), ('new', 'JJ'), ('-', 'HYPH'), ('brunswick', 'NNP')]"
2090,Case #1: History 76 year old WM with h/o stent to LAD 1 year ago.,"[('case', 'NN'), ('#', 'NN'), ('1', 'CD'), (':', ':'), ('history', 'NN'), ('76', 'CD'), ('year', 'NN'), ('old', 'JJ'), ('wm', 'NN'), ('with', 'IN'), ('h/o', 'FW'), ('stent', 'NN'), ('to', 'TO'), ('lad', 'VB'), ('1', 'CD'), ('year', 'NN'), ('ago', 'RB'), ('.', '.')]"
2091,"Load image into Gallery viewer, Charcoal Contrast Sleeve Cardigan","[('load', 'VB'), ('image', 'NN'), ('into', 'IN'), ('gallery', 'NN'), ('viewer', 'NN'), (',', ','), ('charcoal', 'NN'), ('contrast', 'NN'), ('sleeve', 'NN'), ('cardigan', 'NN')]"
2092,Wales on salvage mission against Wallabies,"[('wales', 'NNS'), ('on', 'IN'), ('salvage', 'NN'), ('mission', 'NN'), ('against', 'IN'), ('wallabies', 'NNS')]"
2093,how to use a 45 degree router bit,"[('how', 'WRB'), ('to', 'TO'), ('use', 'VB'), ('a', 'DT'), ('45', 'CD'), ('degree', 'NN'), ('router', 'NN'), ('bit', 'NN')]"
2094,"Load image into Gallery viewer, Valentino 1980's Cotton Blouse","[('load', 'VB'), ('image', 'NN'), ('into', 'IN'), ('gallery', 'NN'), ('viewer', 'NN'), (',', ','), ('valentino', 'NN'), ('1980', 'CD'), (""'s"", 'POS'), ('cotton', 'NN'), ('blouse', 'NN')]"
2095,Glass Screen Protector For Lenovo Tab 2 A8 Dual Sim Tablet - 8 Inch,"[('glass', 'NN'), ('screen', 'NN'), ('protector', 'NN'), ('for', 'IN'), ('lenovo', 'NNP'), ('tab', 'NN'), ('2', 'CD'), ('a8', 'NNP'), ('dual', 'JJ'), ('sim', 'NN'), ('tablet', 'NN'), ('-', 'SYM'), ('8', 'CD'), ('inch', 'NN')]"
2096,"Drip Smiley Face graphic tee, pullover hoodie, pullover crewneck, tank, and onesie by Mickey Graham Cotton Bureau","[('drip', 'VB'), ('smiley', 'NN'), ('face', 'NN'), ('graphic', 'JJ'), ('tee', 'NN'), (',', ','), ('pullover', 'NN'), ('hoodie', 'NN'), (',', ','), ('pullover', 'NN'), ('crewneck', 'NN'), (',', ','), ('tank', 'NN'), (',', ','), ('and', 'CC'), ('onesie', 'NN'), ('by', 'IN'), ('mickey', 'NN'), ('graham', 'NNP'), ('cotton', 'NN'), ('bureau', 'NN')]"
2097,Phillies Portable Battery Charger featuring the photograph Phillies Stadium At Dawn by Bill Cannon,"[('phillies', 'NNPS'), ('portable', 'JJ'), ('battery', 'NN'), ('charger', 'NN'), ('featuring', 'VBG'), ('the', 'DT'), ('photograph', 'NN'), ('phillies', 'NNS'), ('stadium', 'NN'), ('at', 'IN'), ('dawn', 'NN'), ('by', 'IN'), ('bill', 'NN'), ('cannon', 'NN')]"
2098,Used Cars for Sale at Chilson Subaru in Eau Claire,"[('used', 'VBN'), ('cars', 'NNS'), ('for', 'IN'), ('sale', 'NN'), ('at', 'IN'), ('chilson', 'NNP'), ('subaru', 'NNP'), ('in', 'IN'), ('eau', 'NNP'), ('claire', 'NNP')]"
2099,Stuggling to make money online,"[('stuggling', 'VBG'), ('to', 'TO'), ('make', 'VB'), ('money', 'NN'), ('online', 'RB')]"
2100,Noctis Venere Bed a square and half stored container,"[('noctis', 'FW'), ('venere', 'NNP'), ('bed', 'NN'), ('a', 'DT'), ('square', 'NN'), ('and', 'CC'), ('half', 'NN'), ('stored', 'VBD'), ('container', 'NN')]"
2101,Cover For Love Letters 41,"[('cover', 'VB'), ('for', 'IN'), ('love', 'NN'), ('letters', 'NNS'), ('41', 'CD')]"
2102,"""TOGUARD 7/"""" Mirror Dash Cam 1080P Dual Car DVR Recorder Rearview Backup Camera""","[('""', '``'), ('toguard', 'NN'), ('7', 'CD'), ('/', ','), ('""', ""''""), ('""', '``'), ('mirror', 'NN'), ('dash', 'NN'), ('cam', 'NN'), ('1080', 'CD'), ('p', 'NN'), ('dual', 'JJ'), ('car', 'NN'), ('dvr', 'NN'), ('recorder', 'NN'), ('rearview', 'NN'), ('backup', 'NN'), ('camera', 'NN'), ('""', ""''"")]"
2103,Mauritshuis - Adam Willaerts - Ships off a Rocky Coast,"[('mauritshuis', 'NNP'), ('-', 'HYPH'), ('adam', 'NNP'), ('willaerts', 'NNS'), ('-', 'HYPH'), ('ships', 'NNS'), ('off', 'IN'), ('a', 'DT'), ('rocky', 'JJ'), ('coast', 'NN')]"
